GeoID,Zoom,Link
60371070101,15.5,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371070101&x=-118.4467204&y=34.3020803
60371070201,15.5,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371070201&x=-118.4521387&y=34.2980525
60371070202,16,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371070202&x=-118.445831&y=34.2961441
60371081011,15,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371081011&x=-118.5416524&y=34.2793058
60371081021,14.5,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371081021&x=-118.5550665&y=34.2804584
60371081031,14.5,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371081031&x=-118.534567&y=34.2860705
60371081032,15,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371081032&x=-118.5464669&y=34.2876354
60371081041,15.5,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371081041&x=-118.5460083&y=34.2943135
60371082011,15.5,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371082011&x=-118.5596922&y=34.2943668
60371082012,14.5,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371082012&x=-118.5662499&y=34.2835325
60371082021,12.5,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371082021&x=-118.5771726&y=34.2868571
60371091001,15.5,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371091001&x=-118.4693878&y=34.2711662
60371091002,14.5,https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371091002&x=-118.4616296&y=34.2786357
